city,state,zip,address,type,year built,heat type,cooling type,garage type,HOA cost,sqft,price per sqft,buyers fee,listing price
Portland,OR,97209,411-NW-Flanders-St-APT-312,"Residential, condominium",Built in 2001,Heat pump,Heat pump,1 Attached garage space,0,$429 monthly HOA fee,$415 price/sqft,2.25% buyers agency fee,244000
Portland,OR,97220,8305-NE-Pacific-St,"Residential, single family residence",Built in 1947,"Forced air, fireplace(s)",No data,1 Attached garage space,0,"5,227 sqft",$348 price/sqft,2.5% buyers agency fee,450000
Portland,OR,97210,3030-NW-Cornell-Rd,"Residential, single family residence",Built in 1951,"Forced air, forced air 90, fireplace(s)",No data,1 Attached garage space,0,"10,018 sqft",$465 price/sqft,2.5% buyers agency fee,899500
Portland,OR,97221,5532-SW-45th-Ave,"Residential, single family residence",Built in 1993,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,0.30 Acres,$368 price/sqft,2.5% buyers agency fee,699900
Portland,OR,97202,3914-SE-Schiller-St,"Residential, single family residence",Built in 1916,Forced air,No data,Open parking,0,"5,227 sqft",$448 price/sqft,2.5% buyers agency fee,525000
Portland,OR,97217,7432-N-Williams-Ave,"Residential, single family residence",Built in 1912,"Forced air, heat pump",Heat pump,Open parking,0,"5,227 sqft",$205 price/sqft,2.25% buyers agency fee,669000
Portland,OR,97233,1509-SE-174th-Ave,"Residential, single family residence",Built in 1954,Heat pump,No data,1 Garage space,0,0.38 Acres,$256 price/sqft,2.5% buyers agency fee,415000
Portland,OR,97219,9323-SW-35th-Ave,"Residential, single family residence",Built in 1942,"Forced air 95 plus, fireplace(s)",No data,1 Attached garage space,0,0.44 Acres,$262 price/sqft,2.25% buyers agency fee,624900
Portland,OR,97217,1627-N-Jantzen-Ave,Residential,Built in 1980,"Forced air, forced air 90",Central air,"Off street, secured, rv boat storage, garage door opener",$400 monthly HOA fee,No data,$397 price/sqft,2.5% buyers agency fee,499000
Portland,OR,97229,4607-NW-134th-Ave,"Residential, single family residence",Built in 2017,"Forced air, heat pump",Central air,3 Attached garage spaces,$117 monthly HOA fee,"6,098 sqft",$352 price/sqft,2.25% buyers agency fee,1400000
Portland,OR,97215,420-SE-65th-Ave,"Residential, single family residence",Built in 1958,"Forced air, fireplace(s)",Central air,4 Attached garage spaces,0,0.30 Acres,$496 price/sqft,2.5% buyers agency fee,2800000
Portland,OR,97206,3335-SE-56th-Ave,"Residential, single family residence",Built in 1939,"Forced air 95 plus, fireplace(s)",Central air,2 Garage spaces,0,"3,920 sqft",$251 price/sqft,2.5% buyers agency fee,549900
Portland,OR,97206,3765-SE-73rd-Ave-3,"Residential, condominium, townhouse",Built in 2023,Mini split,Heat pump,No data,$50 monthly HOA fee,No data,$385 price/sqft,2.5% buyers agency fee,349900
Portland,OR,97202,7314-SE-36th-Ave,"Residential, single family residence",Built in 1927,"Forced air 90, mini split",Central air,1 Attached garage space,0,"3,484 sqft",$360 price/sqft,2.5% buyers agency fee,775000
Portland,OR,97206,5303-SE-Duke-St,"Residential, single family residence",Built in 1924,Forced air,None,Open parking,0,"5,227 sqft",$201 price/sqft,2.5% buyers agency fee,695000
Portland,OR,97216,1510-SE-88th-Ave,"Residential, single family residence",Built in 2010,"Forced air 90, fireplace(s)",Central air,1 Attached garage space,0,"2,613 sqft",$301 price/sqft,2.5% buyers agency fee,489900
Portland,OR,97211,902-NE-Going-St,"Residential, single family residence",Built in 1907,"Hot water, other, radiant",No data,1 Garage space,0,"8,276 sqft",$235 price/sqft,2.25% buyers agency fee,799000
Portland,OR,97225,11089-SW-Adele-Dr,"Residential, single family residence",Built in 2002,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"4,791 sqft",$299 price/sqft,2.3% buyers agency fee,789000
Portland,OR,97214,2712-SE-Salmon-St,"Residential, single family residence",Built in 1913,"Active solar, forced air 90, heat pump, fireplace(s)",Central air,Open parking,0,0.34 Acres,$241 price/sqft,2.5% buyers agency fee,2249000
Portland,OR,97212,3423-NE-Siskiyou-St,"Residential, single family residence",Built in 1926,"Forced air 90, fireplace(s)",Central air,2 Garage spaces,0,"5,227 sqft",$325 price/sqft,2.5% buyers agency fee,849900
Portland,OR,97229,1930-NW-Cedar-Ridge-Dr,"Residential, single family residence",Built in 2000,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$62 monthly HOA fee,0.27 Acres,$283 price/sqft,2.5% buyers agency fee,1225000
Portland,OR,97221,4129-SW-Greenleaf-Ct,"Residential, single family residence",Built in 1931,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,0.33 Acres,$445 price/sqft,2.7% buyers agency fee,1949900
Portland,OR,97236,3612-SE-128th-Ave,"Residential, single family residence",Built in 1958,"Baseboard, fireplace(s)",Window unit(s),1 Attached garage space,0,"9,583 sqft",$207 price/sqft,2.5% buyers agency fee,399000
Portland,OR,97213,1919-NE-75th-Ave,"Residential, single family residence",Built in 1949,"Forced air, fireplace(s)",None,1 Garage space,0,"5,227 sqft",$226 price/sqft,2.25% buyers agency fee,545000
Portland,OR,97233,708-SE-137th-Ave,"Residential, single family residence",Built in 1954,"Forced air, hot water, fireplace(s)",Window unit(s),Carport,0,"7,840 sqft",$268 price/sqft,2% buyers agency fee,450000
Portland,OR,97229,11519-NW-Laidlaw-Rd,"Residential, single family residence",Built in 1942,Wood stove,No data,No data,0,4.41 Acres,$651 price/sqft,2.5% buyers agency fee,779000
Portland,OR,97219,13265-S-Iron-Mountain-Blvd,"Residential, single family residence",Built in 1990,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,0,0.69 Acres,$486 price/sqft,2.5% buyers agency fee,1989000
Portland,OR,97211,521-NE-Ainsworth-St,Residential,Built in 2015,"Heat pump, mini split, fireplace(s)",Heat pump,2 Garage spaces,0,No data,$290 price/sqft,2.5% buyers agency fee,547000
Portland,OR,97233,17035-SE-Salmon-St,"Residential, single family residence",Built in 1983,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"7,840 sqft",$340 price/sqft,2.5% buyers agency fee,402500
Portland,OR,97225,735-SW-Viewmont-Dr,"Residential, single family residence",Built in 1964,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,0.39 Acres,$312 price/sqft,2.5% buyers agency fee,695000
Portland,OR,97215,2209-SE-47th-Ave,"Residential, single family residence",Built in 1913,"Forced air, fireplace(s)",Window unit(s),1 Garage space,0,"3,920 sqft",$358 price/sqft,2.5% buyers agency fee,575000
Portland,OR,97229,455-NW-97th-Ave,"Residential, single family residence",Built in 1957,"Forced air, fireplace(s)",Central air,2 Garage spaces,0,1 Acres,$312 price/sqft,2.5% buyers agency fee,1000000
Portland,OR,97218,4139-NE-62nd-Ave,"Residential, single family residence",Built in 1928,Mini split,Heat pump,Open parking,0,"4,791 sqft",$280 price/sqft,2.5% buyers agency fee,295000
Portland,OR,97219,6309-SW-Luradel-St,"Residential, single family residence",Built in 1957,Forced air,Central air,2 Attached garage spaces,0,"8,712 sqft",$405 price/sqft,2.5% buyers agency fee,699000
Portland,OR,97215,357-SE-47th-Ave,"Residential, single family residence",Built in 1927,"Forced air, fireplace(s)",No data,1 Attached garage space,0,0.25 Acres,$337 price/sqft,2.25% buyers agency fee,750000
Portland,OR,97212,2105-NE-Klickitat-St,"Residential, single family residence",Built in 1939,"Forced air 90, fireplace(s)",Central air,2 Garage spaces,0,"5,227 sqft",$315 price/sqft,2.5% buyers agency fee,950000
Portland,OR,97203,8073-N-Ivanhoe-St,"Residential, single family residence",Built in 1906,"Forced air, forced air 95 plus",No data,Open parking,0,"5,227 sqft",$255 price/sqft,2% buyers agency fee,599900
Portland,OR,97233,17035-SE-Salmon-St,"Residential, single family residence",Built in 1983,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"7,840 sqft",$340 price/sqft,2.5% buyers agency fee,402500
Portland,OR,97225,735-SW-Viewmont-Dr,"Residential, single family residence",Built in 1964,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,0.39 Acres,$312 price/sqft,2.5% buyers agency fee,695000
Portland,OR,97215,2209-SE-47th-Ave,"Residential, single family residence",Built in 1913,"Forced air, fireplace(s)",Window unit(s),1 Garage space,0,"3,920 sqft",$358 price/sqft,2.5% buyers agency fee,575000
Portland,OR,97229,455-NW-97th-Ave,"Residential, single family residence",Built in 1957,"Forced air, fireplace(s)",Central air,2 Garage spaces,0,1 Acres,$312 price/sqft,2.5% buyers agency fee,1000000
Portland,OR,97218,4139-NE-62nd-Ave,"Residential, single family residence",Built in 1928,Mini split,Heat pump,Open parking,0,"4,791 sqft",$280 price/sqft,2.5% buyers agency fee,295000
Portland,OR,97219,6309-SW-Luradel-St,"Residential, single family residence",Built in 1957,Forced air,Central air,2 Attached garage spaces,0,"8,712 sqft",$405 price/sqft,2.5% buyers agency fee,699000
Portland,OR,97215,357-SE-47th-Ave,"Residential, single family residence",Built in 1927,"Forced air, fireplace(s)",No data,1 Attached garage space,0,0.25 Acres,$337 price/sqft,2.25% buyers agency fee,750000
Portland,OR,97212,2105-NE-Klickitat-St,"Residential, single family residence",Built in 1939,"Forced air 90, fireplace(s)",Central air,2 Garage spaces,0,"5,227 sqft",$315 price/sqft,2.5% buyers agency fee,950000
Portland,OR,97203,8073-N-Ivanhoe-St,"Residential, single family residence",Built in 1906,"Forced air, forced air 95 plus",No data,Open parking,0,"5,227 sqft",$255 price/sqft,2% buyers agency fee,599900
Portland,OR,97233,17035-SE-Salmon-St,"Residential, single family residence",Built in 1983,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"7,840 sqft",$340 price/sqft,2.5% buyers agency fee,402500
Portland,OR,97225,735-SW-Viewmont-Dr,"Residential, single family residence",Built in 1964,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,0.39 Acres,$312 price/sqft,2.5% buyers agency fee,695000
Portland,OR,97215,2209-SE-47th-Ave,"Residential, single family residence",Built in 1913,"Forced air, fireplace(s)",Window unit(s),1 Garage space,0,"3,920 sqft",$358 price/sqft,2.5% buyers agency fee,575000
Portland,OR,97229,455-NW-97th-Ave,"Residential, single family residence",Built in 1957,"Forced air, fireplace(s)",Central air,2 Garage spaces,0,1 Acres,$312 price/sqft,2.5% buyers agency fee,1000000
Portland,OR,97218,4139-NE-62nd-Ave,"Residential, single family residence",Built in 1928,Mini split,Heat pump,Open parking,0,"4,791 sqft",$280 price/sqft,2.5% buyers agency fee,295000
Portland,OR,97219,6309-SW-Luradel-St,"Residential, single family residence",Built in 1957,Forced air,Central air,2 Attached garage spaces,0,"8,712 sqft",$405 price/sqft,2.5% buyers agency fee,699000
Portland,OR,97215,357-SE-47th-Ave,"Residential, single family residence",Built in 1927,"Forced air, fireplace(s)",No data,1 Attached garage space,0,0.25 Acres,$337 price/sqft,2.25% buyers agency fee,750000
Portland,OR,97212,2105-NE-Klickitat-St,"Residential, single family residence",Built in 1939,"Forced air 90, fireplace(s)",Central air,2 Garage spaces,0,"5,227 sqft",$315 price/sqft,2.5% buyers agency fee,950000
Portland,OR,97203,8073-N-Ivanhoe-St,"Residential, single family residence",Built in 1906,"Forced air, forced air 95 plus",No data,Open parking,0,"5,227 sqft",$255 price/sqft,2% buyers agency fee,599900
Portland,OR,97233,17035-SE-Salmon-St,"Residential, single family residence",Built in 1983,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"7,840 sqft",$340 price/sqft,2.5% buyers agency fee,402500
Portland,OR,97225,735-SW-Viewmont-Dr,"Residential, single family residence",Built in 1964,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,0.39 Acres,$312 price/sqft,2.5% buyers agency fee,695000
Portland,OR,97215,2209-SE-47th-Ave,"Residential, single family residence",Built in 1913,"Forced air, fireplace(s)",Window unit(s),1 Garage space,0,"3,920 sqft",$358 price/sqft,2.5% buyers agency fee,575000
Portland,OR,97229,455-NW-97th-Ave,"Residential, single family residence",Built in 1957,"Forced air, fireplace(s)",Central air,2 Garage spaces,0,1 Acres,$312 price/sqft,2.5% buyers agency fee,1000000
Portland,OR,97218,4139-NE-62nd-Ave,"Residential, single family residence",Built in 1928,Mini split,Heat pump,Open parking,0,"4,791 sqft",$280 price/sqft,2.5% buyers agency fee,295000
Portland,OR,97219,6309-SW-Luradel-St,"Residential, single family residence",Built in 1957,Forced air,Central air,2 Attached garage spaces,0,"8,712 sqft",$405 price/sqft,2.5% buyers agency fee,699000
Portland,OR,97215,357-SE-47th-Ave,"Residential, single family residence",Built in 1927,"Forced air, fireplace(s)",No data,1 Attached garage space,0,0.25 Acres,$337 price/sqft,2.25% buyers agency fee,750000
Portland,OR,97212,2105-NE-Klickitat-St,"Residential, single family residence",Built in 1939,"Forced air 90, fireplace(s)",Central air,2 Garage spaces,0,"5,227 sqft",$315 price/sqft,2.5% buyers agency fee,950000
Portland,OR,97203,8073-N-Ivanhoe-St,"Residential, single family residence",Built in 1906,"Forced air, forced air 95 plus",No data,Open parking,0,"5,227 sqft",$255 price/sqft,2% buyers agency fee,599900
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Eugene,OR,97404,2979-Brett-Loop,"Residential, single family residence",Built in 1993,"Forced air, heat pump",Heat pump,2 Attached garage spaces,0,"7,840 sqft",$287 price/sqft,2.5% buyers agency fee,475000
Eugene,OR,97402,1245-Tyler-St,"Residential, single family residence",Built in 1948,"Wood stove, zoned",No data,1 Attached garage space,0,"5,227 sqft",$280 price/sqft,2.5% buyers agency fee,349900
Eugene,OR,97402,1199-N-Terry-St-SPACE-147,"Residential, manufactured home",Built in 1988,Heat pump,Central air,Carport,0,$829 monthly HOA fee,$82 price/sqft,3% buyers agency fee,115000
Eugene,OR,97403,1760-Skyline-Blvd,"Residential, single family residence",Built in 1950,Forced air 90,Central air,2 Garage spaces,0,No data,$394 price/sqft,3% buyers agency fee,1395000
Eugene,OR,97401,3755-Keeler-Ave,"Residential, single family residence",Built in 1976,Radiant,Window unit(s),2 Attached garage spaces,0,"7,840 sqft",$225 price/sqft,2.5% buyers agency fee,450000
Eugene,OR,97405,2810-Ferry-St,"Residential, single family residence",Built in 1954,"Other, zoned",None,Carport,0,"9,583 sqft",$368 price/sqft,3% buyers agency fee,450000
Eugene,OR,97402,3595-Arbor-Ave,"Residential, single family residence",Built in 1988,"Heat pump, wall furnace",Heat pump,Carport,$150 monthly HOA fee,"1,306 sqft",$284 price/sqft,2.5% buyers agency fee,335000
Eugene,OR,97405,2736-Malibu-Way,"Residential, single family residence",Built in 1971,"Ceiling, wood stove, fireplace(s)",None,2 Attached garage spaces,0,"6,969 sqft",$265 price/sqft,2.5% buyers agency fee,590000
Eugene,OR,97402,2295-Dakota-St,"Residential, single family residence",Built in 1949,"Baseboard, wall furnace",None,4 Garage spaces,0,0.31 Acres,$273 price/sqft,2.5% buyers agency fee,419999
Eugene,OR,97405,2075-Harvard-Dr,"Residential, single family residence",Built in 1968,"Ductless, heat pump, zoned, fireplace(s)",Heat pump,2 Attached garage spaces,0,"7,405 sqft",$299 price/sqft,2.75% buyers agency fee,399000
Eugene,OR,97401,1223-Washington-St,"Residential, single family residence",Built in 1925,Baseboard,None,1 Attached garage space,0,"2,613 sqft",$380 price/sqft,2.5% buyers agency fee,339500
Eugene,OR,97405,660-Fox-Pine-Ln,"Residential, single family residence",Built in 2019,Forced air,Central air,2 Attached garage spaces,0,"4,791 sqft",$316 price/sqft,2.5% buyers agency fee,570000
Eugene,OR,97404,136-Thomason-Ln,"Residential, single family residence",Built in 1979,Heat pump,Heat pump,2 Attached garage spaces,0,"8,276 sqft",$349 price/sqft,2.75% buyers agency fee,419000
Eugene,OR,97404,837-Skipper-Ave,"Residential, single family residence",Built in 1963,"Ceiling, radiant",Wall unit(s),Open parking,0,"8,276 sqft",$246 price/sqft,2.5% buyers agency fee,290000
Eugene,OR,97404,520-Lynnbrook-Dr,"Residential, single family residence",Built in 1994,"Forced air, heat pump",Heat pump,2 Attached garage spaces,0,"8,276 sqft",$212 price/sqft,3% buyers agency fee,469000
Eugene,OR,97403,2843-Capital-Dr,"Residential, single family residence",Built in 1962,"Baseboard, heat pump, mini split",Heat pump,Carport,0,0.64 Acres,$298 price/sqft,2.5% buyers agency fee,999000
Eugene,OR,97405,3603-Spring-Blvd,"Residential, single family residence",Built in 1974,Forced air,Other,2 Attached garage spaces,0,1.43 Acres,$449 price/sqft,2.5% buyers agency fee,1295000
Eugene,OR,97402,1655-Calistoga-Ct,"Residential, single family residence",Built in 2000,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,0,"6,098 sqft",$330 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97402,810-W-3rd-Ave,"Residential, single family residence",Built in 1960,"Forced air, mini split",Central air,Open parking,0,0.25 Acres,$79 price/sqft,2.5% buyers agency fee,520000
Eugene,OR,97401,517-Panda-Loop,"Residential, single family residence",Built in 1978,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,969 sqft",$442 price/sqft,2.5% buyers agency fee,485000
Eugene,OR,97405,720-Brookside-Dr,"Residential, single family residence",Built in 1990,Heat pump,Heat pump,2 Garage spaces,$127 annually HOA fee,"6,534 sqft",$319 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97402,930-W-12th-Aly,"Residential, single family residence",Built in 2020,Heat pump,Heat pump,2 Attached garage spaces,0,"5,227 sqft",$338 price/sqft,2.5% buyers agency fee,500000
Eugene,OR,97402,920-Grant-St,"Residential, single family residence",Built in 2019,"Ductless, heat pump",Heat pump,1 Attached garage space,0,"2,613 sqft",$363 price/sqft,2.5% buyers agency fee,415500
Eugene,OR,97402,1243-Waite-St,"Residential, single family residence",Built in 1977,"Ceiling, ductless",Heat pump,2 Attached garage spaces,0,0.25 Acres,$372 price/sqft,2.5% buyers agency fee,339000
Eugene,OR,97402,6090-Latour-Ln,"Residential, single family residence",Built in 2003,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"6,969 sqft",$331 price/sqft,2.5% buyers agency fee,449000
Eugene,OR,97401,131-Shelton-McMurphey-Blvd,Residential,Built in 2023,Forced air 95 plus,Central air,2 Attached garage spaces,$450 annually HOA fee,"4,356 sqft",$406 price/sqft,2.5% buyers agency fee,799900
Eugene,OR,97401,2325-Sandy-Dr,"Residential, single family residence",Built in 2023,"Forced air, heat pump",No data,2 Attached garage spaces,0,"4,791 sqft",$392 price/sqft,2.5% buyers agency fee,639900
Eugene,OR,97401,3297-Firwood-Way,"Residential, single family residence",Built in 1952,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,0,"8,712 sqft",$503 price/sqft,2.5% buyers agency fee,450000
Eugene,OR,97402,87750-Oak-Hill-Dr,"Residential, single family residence",Built in 1993,Forced air,None,Carport,0,1.25 Acres,$280 price/sqft,2.5% buyers agency fee,665000
Eugene,OR,97408,2480-Crescent-Ave,"Residential, single family residence",Built in 1966,Ductless,Central air,2 Attached garage spaces,0,"7,405 sqft",$268 price/sqft,2.5% buyers agency fee,475000
Eugene,OR,97401,599-Coburg-Rd-APT-2B,"Residential, condominium, townhouse",Built in 1963,"Ceiling, fireplace(s)",None,Open parking,$267 monthly HOA fee,No data,$288 price/sqft,3% buyers agency fee,295000
Eugene,OR,97402,28104-Crow-Rd,"Residential, single family residence",Built in 1949,"Forced air, heat pump",Heat pump,1 Garage space,0,7.43 Acres,$338 price/sqft,2.5% buyers agency fee,555000
Eugene,OR,97404,4011-Kildare-St,"Residential, single family residence",Built in 1965,Forced air,None,2 Attached garage spaces,0,"7,840 sqft",$228 price/sqft,3% buyers agency fee,425000
Eugene,OR,97402,29706-Gimpl-Hill-Rd,"Residential, single family residence",Built in 1972,"Forced air 95 plus, heat pump, fireplace(s)",Heat pump,4 Attached garage spaces,0,1.15 Acres,$276 price/sqft,2.5% buyers agency fee,980000
Eugene,OR,97401,290-Sunshine-Acres-Dr,"Residential, single family residence",Built in 1975,Heat pump,Heat pump,2 Attached garage spaces,0,"6,098 sqft",$305 price/sqft,2.5% buyers agency fee,500000
Eugene,OR,97405,28754-Sutherlin-Ln,"Residential, single family residence",Built in 1978,Forced air,Central air,3 Garage spaces,0,5 Acres,$409 price/sqft,2.5% buyers agency fee,955000
Eugene,OR,97405,3277-Kevington-Ave,"Residential, single family residence",Built in 1971,"Mini split, fireplace(s)",Heat pump,2 Attached garage spaces,0,"8,276 sqft",$255 price/sqft,3% buyers agency fee,495000
Eugene,OR,97405,4737-Fox-Hollow-Rd,"Residential, single family residence",Built in 1999,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"8,712 sqft",$238 price/sqft,2.5% buyers agency fee,650000
Eugene,OR,97405,156-Treehill-Loop,"Residential, condominium",Built in 1974,"Ductless, fireplace(s)",Heat pump,Carport,0,$383 monthly HOA fee,$314 price/sqft,2.5% buyers agency fee,295000
Eugene,OR,97405,3952-S-Ridge-Dr,"Residential, single family residence",Built in 1974,"Forced air, heat pump, fireplace(s)",Heat pump,3 Garage spaces,0,0.66 Acres,$235 price/sqft,2.5% buyers agency fee,895000
Eugene,OR,97403,1588-Walnut-St,"Residential, single family residence",Built in 2019,"Forced air, heat pump",Heat pump,3 Attached garage spaces,0,"5,227 sqft",$469 price/sqft,2.5% buyers agency fee,925000
Eugene,OR,97401,2155-Westwood-Ln,"Residential, single family residence",Built in 1996,Forced air,Central air,2 Attached garage spaces,0,"6,969 sqft",$322 price/sqft,2.5% buyers agency fee,945000
Eugene,OR,97401,1375-Olive-St-APT-308,"Residential, condominium",Built in 2006,Forced air,Central air,1 Garage space,0,$598 monthly HOA fee,$477 price/sqft,2.75% buyers agency fee,629000
Eugene,OR,97404,158-Springwood-Dr,"Residential, single family residence",Built in 2004,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"10,018 sqft",$260 price/sqft,2.5% buyers agency fee,679900
Eugene,OR,97401,1758-Carmel-Ave,"Residential, single family residence",Built in 1966,Forced air,Heat pump,2 Attached garage spaces,0,"9,583 sqft",$401 price/sqft,3% buyers agency fee,575000
Eugene,OR,97401,815-Waverly-St,"Residential, single family residence",Built in 1947,Other,None,1 Attached garage space,0,"7,840 sqft",$326 price/sqft,2.5% buyers agency fee,430000
Eugene,OR,97405,2735-Washington-St,"Residential, single family residence",Built in 1962,Forced air,Heat pump,2 Attached garage spaces,0,"7,405 sqft",$339 price/sqft,2.5% buyers agency fee,695000
Eugene,OR,97403,2082-Golfview-Ct,"Residential, single family residence",Built in 2022,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"10,454 sqft",$419 price/sqft,2.5% buyers agency fee,1125000
Eugene,OR,97405,85281-Silver-Crest-Dr,"Residential, single family residence",Built in 2001,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,$100 monthly HOA fee,1.41 Acres,$252 price/sqft,2.5% buyers agency fee,1299999
Eugene,OR,97405,2140-W-27th-Ave,"Residential, single family residence",Built in 1975,"Ceiling, wall furnace",Wall unit(s),2 Attached garage spaces,0,"8,712 sqft",$301 price/sqft,3% buyers agency fee,615000
Eugene,OR,97402,2035-E-Irwin-Way,"Residential, single family residence",Built in 1945,None,No data,Open parking,0,0.49 Acres,$343 price/sqft,2.5% buyers agency fee,300000
Eugene,OR,97403,2788-Cascara-Dr,"Residential, Single Family Residence",2023,"ENERGY STAR Qualified Equipment, Forced Air, Forced Air 95 Plus",Central Air,2 Attached Garage spaces,0,"7,405 sqft",$319,$16125,771062
Eugene,OR,97401,3244-Queens-East-St,"Residential, single family residence",Built in 1989,"Heat pump, fireplace(s)",Central air,2 Attached garage spaces,0,"8,276 sqft",$332 price/sqft,2.5% buyers agency fee,520000
Eugene,OR,97402,4840-Jessen-Dr,"Residential, single family residence",Built in 1976,Radiant,No data,1 Garage space,0,"8,276 sqft",$303 price/sqft,3% buyers agency fee,465000
Eugene,OR,97405,3226-Bentley-Ave,"Residential, single family residence",Built in 2019,"Forced air, heat pump, mini split",Central air,2 Attached garage spaces,$50 monthly HOA fee,0.32 Acres,$297 price/sqft,2.5% buyers agency fee,730000
Eugene,OR,97405,1980-Amazon-Pkwy,"Residential, townhouse",Built in 2023,"Ductless, mini split",Wall unit(s),1 Attached garage space,$362 monthly HOA fee,"2,613 sqft",$406 price/sqft,2.5% buyers agency fee,799000
Eugene,OR,97403,3740-Rockcress-Rd,"Residential, Single Family Residence",2023,"ENERGY STAR Qualified Equipment, Forced Air, Forced Air 95 Plus",Central Air,2 Attached Garage spaces,0,No Data,$310,$15875,749916
Eugene,OR,97403,3639-Rockcress-Rd,"Residential, single family residence",Built in 2021,"Forced air, fireplace(s)",No data,2 Attached garage spaces,0,"6,534 sqft",$309 price/sqft,2% buyers agency fee,649500
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
Eugene,OR,97402,1800-Lakewood-Ct-SPACE-123,"Residential, manufactured home",Built in 1973,Heat pump,Heat pump,Carport,0,"$1,129 monthly HOA fee",$73 price/sqft,2.5% buyers agency fee,95000
Eugene,OR,97401,2802-Elysium-Ave,"Residential, single family residence",Built in 2001,Forced air,Heat pump,3 Attached garage spaces,0,"6,534 sqft",$308 price/sqft,2.5% buyers agency fee,525000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Eugene,OR,97408,2636-Chad-Dr,"Residential, single family residence",Built in 1980,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$404 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97401,1611-Gilham-Rd,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",Heat pump,2 Attached garage spaces,0,"6,534 sqft",$287 price/sqft,3% buyers agency fee,685000
Eugene,OR,97405,3359-Videra-Dr,"Residential, single family residence",Built in 1993,"Forced air, heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 semi-annually HOA fee,"6,534 sqft",$291 price/sqft,2.75% buyers agency fee,549000
Eugene,OR,97408,2983-Grand-Cayman-Dr,"Residential, single family residence",Built in 1998,"Forced air, other, fireplace(s)",Central air,2 Attached garage spaces,$100 annually HOA fee,"9,583 sqft",$304 price/sqft,2.5% buyers agency fee,919900
